_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
211,Recreation,Infrastructure,Woodstock,Woodstock YMCA Recreation Facility Rehabilitation,Planning,Jan-27,Woodstock YMCA Recreation Facility Rehabilitation,,Oxford,Southwest,165 Elmwood Ave E,N6C0A8,,1134672,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.132001,-80.741697
212,Recreation,Infrastructure,Woolwich,West Montrose Covered Bridge Rehabilitation,Planning,Jun-23,"The project will replace existing trusses with steel girders, repair and replace the roof, and re-install the fire alarm system. The improvements will help protect and preserve the heritage bridge while providing continued access to pedestrians, cyclists, horse and buggies, and small vehicles.",,Waterloo,Southwest,150 Frederick Street/Rue,N2G4J3,,6250000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.585687,-80.481539
213,Recreation,Infrastructure,Woolwich,Woolwich Memorial Centre ,Planning,2022,Replacement of the existing refrigeration system and installation of a new geothermal system designed to capture and better utilize reclaimed heat throughout the facility.,"This investment will ensure user groups and residents in Woolwich and surrounding areas have continued access to sports, recreation, arts and cultural activities at the Centre.",Waterloo,Southwest,24 Church Street/Rue West/Ouest,N3B2Z6,,1980000,Yes,Yes,Yes,,,43.533664,-80.38733
214,Recreation,Infrastructure,Zorra,Embro Matheson Park Revitalization,Planning,2023,"Replacement of the baseball lighting system with an electrical distribution panel, lighting controls, underground electrical servicing and light posts with LED heads. The historic Embro Highland Games and Embro Fair field stone monument will also be restored.",,Oxford,Southwest,274620 27th Line,N5C3K5,,287500,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,43.15731,-80.899224
215,Recreation,Northern Development,Atikokan,Multipurpose Recreation and Wellness Complex,Complete,Mar-17,Turning pool and arena into accessible multipurpose centre,"New space for recreational use by community, business (e.g. trade shows) and for event organizers, from sports to First Nations gatherings",Rainy River,Northwest,223 White St,P0T 1C0,,6238402,Yes,Yes,Yes,Yes,http://www.netnewsledger.com/2015/10/09/million-dollar-investment-in-atikokan-multi-purpose-recreation-and-wellness-complex/,48.75708,-91.614685
216,Recreation,Northern Development,Atikokan,Friends of White Otter Castle Inc. - New Restorations to White Otter Castle Historical Landmark,Complete,Dec-22,"Funding is to support the upgrade, restoration and repair to the White Otter Castle historical landmark situated remotely between Dryden, Ignace and Atikokan.","The White Otter Castle will sustain its legitimacy as one of Northwestern Ontario’s highest-profile historical landmarks and tourist attractions, generating significant economic activity across multiple towns and sustaining jobs in the service sector. The project will directly create 20 full-time seasonal jobs sustained over the two-year period with spin-off impacts in the building supply and equipment rental sector.",Rainy River,Northwest,PO Box 218,P0T 1C0,,235310,,Yes,Yes,,,49.0578,-91.909359
217,Recreation,Northern Development,Cochrane,Tim Horton Event Centre Expansion,Complete,Dec-15,Renovation and expansion of existing building,"Renovations to hockey arena and expansion of media centre, art gallery and community hall",Cochrane,Northeast,7 Tim Horton Dr,P0L 1C0,,650000,Yes,Yes,Yes,,,49.070496,-80.981018
218,Recreation,Northern Development,Cochrane,Commando Lake Special Events Park,Complete,Apr-18,"Construct a new 9,120 sq. ft. pavilion on the north end of Commando Lake ",More accessible and central space for the numerous festivities and events. ,Cochrane,Northeast,225 Fifth Street,P0L 1C0,,1000000,Yes,Yes,Yes,,,49.064183,-81.019385
219,Recreation,Northern Development,Ear Falls,Ear Falls Ice Plant,Complete,Jan-22,Fix the ice-making machine at the Ear Falls Arena. ,Allow the arena to continue operating so recreational and sporting programming can continue. ,Kenora,Northwest,30 McCallum St,P0V 1T0,,200000,Yes,Yes,,,,50.63997,-93.23302
220,Recreation,Northern Development,Elliot Lake,City of Elliot Lake - New Boat Launch Expansion and Trailhead,Complete,Jun-19,"The project was from 2017 and completed in 2019.  It included updates to the tourist information area (trailhead) which included signage, displays, info/video kiosk, banners, traffic counters, bear cans and accessibility tables.  The city received $42,500 in NOHFC conditional contribution funding for a $95,000 project.","Improved visibility and tourist promotion, tourist information with the kiosk and accessible table for visitors.",Algoma,Northeast,"Project at Highway 17 and highway 108 corner. The City of Elliot, 45 Hillside Drive North",P5A 1X5,,42500,Yes,Yes,,,,46.214099,-82.571822
221,Recreation,Northern Development,Hearst,Espace Hearst - New Community Pavilion,Complete,Sep-20,Construction of a permanent pavilion and stage combined with the development of an outdoor plaza,"A 60'x80' pavilion with accessible stage accommodates 300 people in a non-fixed seating arrangement and includes permanent washrooms. It contains garage doors on three sides of the structure that can be open or closed depending on the weather, allowing local organizations to use the facility to host events throughout the spring, summer and fall.",Cochrane,Northeast,905 Edward St,P0L1N0,,1020078,Yes,Yes,Yes,,,49.688018,-83.666955
222,Recreation,Northern Development,Kenora,City of Kenora - New Viewing Area and Playing Field,Complete,Dec-20,"Development of second floor viewing area to enable tournament sized playing field, including steel floor joists, elevator and washroom, and heating and mechanical work ",Provide a multi-sport tournament facility in Kenora for sports tourism ,Kenora,Northwest,14 Trailer Park ,P9N 3X2,,749500,Yes,Yes,,Yes,,49.788205,-94.444871
223,Recreation,Northern Development,Kenora District,Camp Stephens Facility Enhancements,Under construction,May-24,"Upgrading staff and camp accommodations, shower/ bath house, and main dock. ",Refurbished and retrofitted Camp facilities.,Kenora,Northwest,Lake of the Woods ,P9N 3X8,,133100,,Yes,,Yes,,49.684277,-94.47412
224,Recreation,Northern Development,Kenora District,Lake of the Woods Gun Club Biathlon Range Project,Complete,Mar-23,"Construct a new biathlon range with targets and trails (e.g., penalty loop), lighting, and shed/ building.","Completed biathlon range with target, trails and lighting.  Will enable new members to train locally.",Kenora,Northwest,Pellatt township,P9N 4C8,,198000,,Yes,,Yes,,49.79883,-94.62288
225,Recreation,Northern Development,Kirkland Lake,New Kirkland Indoor Pool and Aquatic Facility,Complete,Dec-18,Increasing number of lanes and spectator seating,"6 lanes, more bleachers and viewing platform will allow organizers to host bigger events, including international",Timiskaming,Northeast,55 Allen Ave,P2N 3P4,,14196920,Yes,Yes,,,,48.150513,-80.035401
226,Recreation,Northern Development,Nipissing District,City of North Bay - New Waterfront Splash Pad,Complete,Aug-20,"Construct splash pad in the downtown along with seating, sun shade and change rooms.",Completed splashpad will attract families to the downtown/waterfront during summer.,Parry Sound,Northeast,Oak Street,P1B 1W8,,750000,Yes,Yes,Yes,Yes,,46.3094204,-79.4641469
227,Recreation,Northern Development,Parry Sound,Parry Sound Sailing Centre Expansion,Complete,Mar-16,Expanding current clubhouse,"Space for café, bike rentals, paddleboards and kayaks, washroom/changeroom",Parry Sound,Northeast,30 Waubuno Beach Rd,P2A 2Z1,,118296,Yes,Yes,Yes,Yes,http://www.sailparrysound.on.ca/,45.34552,-80.034302
228,Recreation,Northern Development,Red Lake,Red Lake off leash dog park,Complete,Sep-21,Create a welcoming and safe place to bring off leash dogs.,The project resulted in a new community asset where community members can bring their dogs to exercise. ,Kenora,Northwest,hwy 618,P0V 2M0,,51730,Yes,Yes,,,,51.00647,-93.8317
229,Recreation,Northern Development,Red Lake,Red Lake Ice Plant,Complete,Jan-22,Fix the ice making machine at the Red Lake arena.,Allow the arena to continue operating so recreational and sporting programming could continue. ,Kenora,Northwest,10 William St.,P0V 1L0,,193738,Yes,Yes,,,,51.074,-93.80562
230,Recreation,Northern Development,Sandy Lake First Nation,Sandy Lake First Nation - Recreational Outdoor Court,Under construction,Jul-23,Enhancement of the community's outdoor activities court consisting of the installation of outdoor lighting and the construction of a storage shed for maintenance and sporting equipment.,Increase and enhance community participation in oudoor activities.,,Northwest,PO Box 12,P0V 1V0,,134200,Yes,Yes,,,,53.06061,-93.3199
231,Recreation,Northern Development,Sandy Lake First Nation,Sandy Lake First Nation - Baseball Field Upgrades,Under construction,Sep-23,Enhancement of two baseball fields within the community.,Improve the fields so that community members can play the sport safely. ,,Northwest,PO Box 12,P0V 1V0,,1093159,Yes,Yes,,,,53.06375,-93.33518
232,Recreation,Northern Development,Sioux Narrows-Nestor Falls,Four Season Recreation Cover,Under construction,Dec-23,Construct a roof for the newly refurbished outdoor recreational facility located in the heart of Sioux Narrows.,A four season covered recreation complex.,Kenora,Northwest,5521 Highway 71,P0X 1N0,,1400000,Yes,Yes,Yes,,,49.399015,-94.07305
233,Recreation,Northern Development,Thunder Bay,Thunder Bay International Baseball Enhanced Site Infrastructure,Complete,Dec-17,Site improvements at two city-owned baseball facilities.,Modern infrastructure to support the 2017 World Junior Baseball Championships.,Thunder Bay,Northwest,420 Lisgar Street,P7B 6T4,,1967000,Yes,Yes,Yes,Yes,https://www.visitthunderbay.com/en/convention-sport-hosting/sport-facilities.aspx,48.423391,-89.239759
234,Recreation,Northern Development,Thunder Bay,Confederation College - Student Wellnesss Centre,Complete,Sep-17,Construction of multipurpose facility on Thunder Bay campus.,"New 35,000-sq. ft centre to house student services for health, fitness, social, meditative/spiritual, programming and training",Thunder Bay,Northwest,1450 Nakina Drive,P7C 4W1,,13400000,,Yes,,Yes,http://www.confederationcollege.ca,48.40302,-89.269096
235,Recreation,"Tourism, Culture and Sport",Adjala-Tosorontio,Adjala-Tosorontio Tp,Under construction,2023,"Our Municipality, with a $498,200 Community Building Fund – Capital stream grant over 12 months, will address a community need by creating accessible parking, paths and entrance, repairing baseball diamonds, installing accessible playground equipment and retrofitting soccer field for year-round use at Haley Park. ",,Simcoe,Central,2774 County Road 50,L0G 1L0,,498200,,Yes,,,,44.046227,-79.891169
